Name,City,job,Salary,Time,Shift,Age,Gender,Rank,,,,
manju devi,Barnala,Welding,150,15:30,Afternoon(12:01-16:00),slotA,Male,2270,,,,
dhramender,Amritsar,Labour,400,11:30,Morning(8:00-12:00),slotB,Male,2271,,,,
amit,Phagwara,Packing,150,15:00,Afternoon(12:01-16:00),slotC,Male,2272,,,,
sukhbir kaur,Ludhiana,Delivery,450,08:00,Morning(8:00-12:00),slotA,Male,2273,,,,
imran,Hoshiarpur,Packing,400,20:30,Night(19:01:22:00),slotB,Female,2274,,,,
sonu,Barnala,Painter,300,10:00,Morning(8:00-12:00),slotB,Male,2275,,,,
damanjeet singh,Abohar,Packing,300,09:00,Morning(8:00-12:00),slotB,Female,2276,,,,
hazari,Ludhiana,Carpentering,200,10:30,Morning(8:00-12:00),slotB,Male,2277,,,,
irsad khan,Amritsar,Electrician,200,09:30,Morning(8:00-12:00),slotC,Male,2278,,,,
sany@aman,Jalandhar,Welding,400,17:00,Evening(16:01-19:00),slotC,Male,2279,,,,
jai ram tiwari,Malerkotla,Electrician,250,21:00,Night(19:01:22:00),slotC,Male,2280,,,,
shubham yadav,Khanna,Helper,300,15:00,Afternoon(12:01-16:00),slotA,Female,2281,,,,
tamsa,Abohar,CarWashing,450,15:30,Afternoon(12:01-16:00),slotA,Female,2282,,,,
bhushan sahay,Ludhiana,Labour,150,15:30,Afternoon(12:01-16:00),slotC,Male,2283,,,,
jeeya lal,Rajpura,Tuitions,350,09:30,Morning(8:00-12:00),slotB,Male,2284,,,,
jagat singh,Patiala,ProductsSampling,200,15:00,Afternoon(12:01-16:00),slotA,Male,2285,,,,
boby kumar yadav,Hoshiarpur,Helper,300,18:30,Evening(16:01-19:00),slotB,Male,2286,,,,
rakesh kumar,Rajpura,Salesperson,150,13:00,Afternoon(12:01-16:00),slotC,Male,2287,,,,
babu lal,Malerkotla,Delivery,300,14:00,Afternoon(12:01-16:00),slotB,Male,2288,,,,
krishana,Abohar,Plumbing,250,10:30,Morning(8:00-12:00),slotB,Male,2289,,,,
amkit,Jalandhar,Carpentering,250,17:00,Evening(16:01-19:00),slotB,Male,2290,,,,
tahir,Patiala,Labour,450,10:00,Morning(8:00-12:00),slotC,Male,2291,,,,
bindiya,Firozpur,Delivery,300,11:30,Morning(8:00-12:00),slotC,Female,2292,,,,
jaya saini,Hoshiarpur,Carpentering,300,18:00,Evening(16:01-19:00),slotC,Male,2293,,,,
raman @ rancho,Pathankot,Plumbing,150,12:00,Morning(8:00-12:00),slotB,Male,2294,,,,
ramsurat,Bathinda,Electrician,300,20:00,Night(19:01:22:00),slotB,Male,2295,,,,
sahar bano,Jalandhar,Sweeping,450,16:30,Evening(16:01-19:00),slotA,Male,2296,,,,
hariom,Abohar,Plumbing,200,20:00,Night(19:01:22:00),slotC,Male,2297,,,,
rajan,Firozpur,Labour,300,16:30,Evening(16:01-19:00),slotB,Male,2298,,,,
kishan lal,Kapurthala,Welding,300,12:00,Morning(8:00-12:00),slotA,Male,2299,,,,
pulkit,Faridkot,Labour,150,13:00,Afternoon(12:01-16:00),slotA,Male,2300,,,,
kusum,Ludhiana,Electrician,350,10:00,Morning(8:00-12:00),slotA,Male,2301,,,,
mohd nihal,Phagwara,Tuitions,250,20:30,Night(19:01:22:00),slotA,Female,2302,,,,
kanta prasad,Faridkot,Sweeping,300,08:00,Morning(8:00-12:00),slotB,Male,2303,,,,
akash malik,Khanna,Plumbing,250,21:30,Night(19:01:22:00),slotC,Male,2304,,,,
rajpal,Sunam,CarWashing,300,18:30,Evening(16:01-19:00),slotB,Male,2305,,,,
bansilal,Pathankot,Plumbing,450,10:30,Morning(8:00-12:00),slotB,Male,2306,,,,
sameer,Phagwara,Electrician,450,12:00,Morning(8:00-12:00),slotC,Male,2307,,,,
gulshad,Patiala,Packing,200,19:30,Night(19:01:22:00),slotC,Male,2308,,,,
manisha,Faridkot,Electrician,200,13:30,Afternoon(12:01-16:00),slotB,Male,2309,,,,
tarif,Barnala,Painter,250,11:30,Morning(8:00-12:00),slotA,Female,2310,,,,
vicky,Sunam,BrandingOfProducts,400,19:30,Night(19:01:22:00),slotC,Female,2311,,,,
rajesh,Malerkotla,Delivery,200,12:30,Afternoon(12:01-16:00),slotB,Female,2312,,,,
raj rani,Mohali,Welding,150,17:30,Evening(16:01-19:00),slotA,Male,2313,,,,
mohammad ali imam,Sunam,Sweeping,250,08:30,Morning(8:00-12:00),slotA,Male,2314,,,,
himani,Abohar,BrochureDistribution,400,14:30,Afternoon(12:01-16:00),slotA,Male,2315,,,,
aman,Jalandhar,Salesperson,300,16:00,Afternoon(12:01-16:00),slotA,Male,2316,,,,
vashudev,Ludhiana,Packing,400,15:30,Afternoon(12:01-16:00),slotB,Male,2317,,,,
rizwan,Jalandhar,Tuitions,350,21:00,Night(19:01:22:00),slotB,Female,2318,,,,
matadeen,Bathinda,Carpentering,400,20:00,Night(19:01:22:00),slotA,Male,2319,,,,
ram parkash teneja,Moga,ProductsSampling,200,15:30,Afternoon(12:01-16:00),slotB,Male,2320,,,,
heena,Firozpur,Electrician,200,11:30,Morning(8:00-12:00),slotA,Male,2321,,,,
chanden,Amritsar,BrandingOfProducts,300,20:00,Night(19:01:22:00),slotA,Male,2322,,,,
deepchand,Rajpura,Packing,300,17:30,Evening(16:01-19:00),slotA,Male,2323,,,,
vikash,Khanna,Labour,450,16:30,Evening(16:01-19:00),slotC,Male,2324,,,,
shajiya,Firozpur,Packing,150,19:00,Evening(16:01-19:00),slotB,Male,2325,,,,
raja,Muktsar,BrandingOfProducts,350,21:00,Night(19:01:22:00),slotC,Female,2326,,,,
mohit,Khanna,Sweeping,400,15:00,Afternoon(12:01-16:00),slotA,Male,2327,,,,
radhika,Pathankot,Promotions,150,14:30,Afternoon(12:01-16:00),slotC,Male,2328,,,,
pallavi,Batala,Salesperson,250,14:00,Afternoon(12:01-16:00),slotA,Female,2329,,,,
chumki,Mohali,Welding,150,15:30,Afternoon(12:01-16:00),slotA,Male,2330,,,,
surjeet,Sunam,ProductsSampling,250,11:00,Morning(8:00-12:00),slotB,Female,2331,,,,
rafiq ahmed,Bathinda,Salesperson,150,16:00,Afternoon(12:01-16:00),slotA,Male,2332,,,,
kripya minch,Moga,CarWashing,200,19:30,Night(19:01:22:00),slotC,Male,2333,,,,
mohd. shokat,Barnala,Packing,300,12:00,Morning(8:00-12:00),slotB,Male,2334,,,,
ketan,Abohar,Painter,150,18:30,Evening(16:01-19:00),slotB,Female,2335,,,,
swati thakur,Malerkotla,Tuitions,150,16:30,Evening(16:01-19:00),slotA,Male,2336,,,,
anwari,Pathankot,Welding,400,15:30,Afternoon(12:01-16:00),slotB,Male,2337,,,,
rupesh,Amritsar,Carpentering,350,16:00,Afternoon(12:01-16:00),slotC,Male,2338,,,,
bilal,Sunam,Tuitions,250,13:00,Afternoon(12:01-16:00),slotC,Female,2339,,,,
rakesh sarkar,Amritsar,Plumbing,200,12:30,Afternoon(12:01-16:00),slotC,Male,2340,,,,
saroj,Kapurthala,BrochureDistribution,250,14:30,Afternoon(12:01-16:00),slotC,Male,2341,,,,
suraj singh,Amritsar,Packing,350,16:00,Afternoon(12:01-16:00),slotC,Male,2342,,,,
sanavvar,Firozpur,Sweeping,200,08:30,Morning(8:00-12:00),slotC,Male,2343,,,,
sanu,Phagwara,Welding,150,20:30,Night(19:01:22:00),slotB,Male,2344,,,,
santosh,Jalandhar,Promotions,450,19:30,Night(19:01:22:00),slotB,Female,2345,,,,
kripal singh,Faridkot,BrandingOfProducts,150,19:30,Night(19:01:22:00),slotA,Female,2346,,,,
sandeep kumar,Moga,Salesperson,200,16:00,Afternoon(12:01-16:00),slotC,Female,2347,,,,
radha,Jalandhar,Plumbing,400,17:30,Evening(16:01-19:00),slotC,Male,2348,,,,
raj kumar,Muktsar,Sweeping,150,19:30,Night(19:01:22:00),slotA,Male,2349,,,,
raj kumari,Pathankot,BrandingOfProducts,300,12:00,Morning(8:00-12:00),slotB,Female,2350,,,,
ram chander jha,Patiala,CarWashing,250,09:00,Morning(8:00-12:00),slotC,Male,2351,,,,
raja devi,Malerkotla,Delivery,350,21:00,Night(19:01:22:00),slotB,Male,2352,,,,
naeem khan,Amritsar,Plumbing,300,18:30,Evening(16:01-19:00),slotA,Male,2353,,,,
radha raman,Patiala,Helper,200,18:30,Evening(16:01-19:00),slotB,Male,2354,,,,
raman sharma,Sunam,Welding,400,09:30,Morning(8:00-12:00),slotA,Male,2355,,,,
akhil kumar,Khanna,Salesperson,300,12:00,Morning(8:00-12:00),slotA,Male,2356,,,,
saneha,Sunam,BrandingOfProducts,400,11:00,Morning(8:00-12:00),slotA,Male,2357,,,,
nitin parkash,Muktsar,Labour,300,13:30,Afternoon(12:01-16:00),slotC,Male,2358,,,,
sandeep kumar,Bathinda,BrandingOfProducts,450,10:30,Morning(8:00-12:00),slotB,Male,2359,,,,
raj kumari,Faridkot,BrochureDistribution,300,19:30,Night(19:01:22:00),slotC,Female,2360,,,,
deepak,Faridkot,BrochureDistribution,450,17:30,Evening(16:01-19:00),slotA,Male,2361,,,,
sahiba,Barnala,BrandingOfProducts,200,19:00,Evening(16:01-19:00),slotC,Male,2362,,,,
rakesh kumar garg,Mohali,Electrician,450,13:30,Afternoon(12:01-16:00),slotC,Male,2363,,,,
irfan @ bhola,Ludhiana,Delivery,300,20:00,Night(19:01:22:00),slotA,Male,2364,,,,
shri kant ghore,Barnala,BrandingOfProducts,150,08:30,Morning(8:00-12:00),slotB,Male,2365,,,,
kaushar,Muktsar,Salesperson,300,11:30,Morning(8:00-12:00),slotC,Male,2366,,,,
sonali,Sunam,CarWashing,250,15:00,Afternoon(12:01-16:00),slotC,Male,2367,,,,
komal,Ludhiana,Labour,250,13:30,Afternoon(12:01-16:00),slotC,Male,2368,,,,
satender,Rajpura,Sweeping,400,12:00,Morning(8:00-12:00),slotB,Male,2369,,,,
durgesh,Kapurthala,Welding,150,20:00,Night(19:01:22:00),slotA,Male,2370,,,,
ashu,Moga,ProductsSampling,250,08:30,Morning(8:00-12:00),slotB,Female,2371,,,,
liyakat ali,Khanna,Sweeping,250,21:30,Night(19:01:22:00),slotB,Male,2372,,,,
khalil maziz,Kapurthala,Painter,400,15:30,Afternoon(12:01-16:00),slotB,Male,2373,,,,
mangat singh,Batala,Packing,450,15:30,Afternoon(12:01-16:00),slotA,Male,2374,,,,
nikita senger,Batala,Carpentering,450,09:00,Morning(8:00-12:00),slotC,Male,2375,,,,
nazmin,Bathinda,Plumbing,350,17:30,Evening(16:01-19:00),slotA,Male,2376,,,,
radha,Muktsar,Helper,200,19:30,Night(19:01:22:00),slotA,Female,2377,,,,
tekchand,Abohar,Helper,200,18:30,Evening(16:01-19:00),slotB,Male,2378,,,,
bhavesh dass,Amritsar,Salesperson,300,19:00,Evening(16:01-19:00),slotB,Female,2379,,,,
mohd shakib,Abohar,Labour,300,21:30,Night(19:01:22:00),slotA,Male,2380,,,,
rakshit ghai,Barnala,Salesperson,400,13:00,Afternoon(12:01-16:00),slotA,Male,2381,,,,
shish pal,Barnala,BrochureDistribution,350,19:30,Night(19:01:22:00),slotB,Female,2382,,,,
deepak kumar mishra,Abohar,Delivery,400,17:00,Evening(16:01-19:00),slotC,Male,2383,,,,
anshu,Hoshiarpur,Plumbing,200,10:00,Morning(8:00-12:00),slotC,Male,2384,,,,
abhishek,Phagwara,Plumbing,400,14:30,Afternoon(12:01-16:00),slotB,Male,2385,,,,
laxmi narayan,Jalandhar,Promotions,450,12:00,Morning(8:00-12:00),slotC,Male,2386,,,,
deep,Barnala,BrandingOfProducts,450,19:30,Night(19:01:22:00),slotC,Male,2387,,,,
rakesh gupta,Patiala,Tuitions,450,09:00,Morning(8:00-12:00),slotA,Female,2388,,,,
barjraj,Barnala,Helper,300,10:30,Morning(8:00-12:00),slotA,Female,2389,,,,
jay dev jha,Khanna,Plumbing,250,15:00,Afternoon(12:01-16:00),slotB,Male,2390,,,,
baldev,Moga,Packing,350,13:30,Afternoon(12:01-16:00),slotA,Male,2391,,,,
radheyshyam saini,Abohar,Sweeping,250,09:30,Morning(8:00-12:00),slotC,Male,2392,,,,
pankaj kumar,Phagwara,Helper,450,13:30,Afternoon(12:01-16:00),slotB,Male,2393,,,,
suresh kumar jain,Muktsar,Sweeping,200,15:30,Afternoon(12:01-16:00),slotC,Female,2394,,,,
amardeep,Pathankot,Salesperson,400,17:00,Evening(16:01-19:00),slotB,Female,2395,,,,
surgayan kanwar,Hoshiarpur,Painter,300,17:30,Evening(16:01-19:00),slotC,Female,2396,,,,
jyoti,Jalandhar,Promotions,200,10:30,Morning(8:00-12:00),slotC,Male,2397,,,,
yogesh shukla,Pathankot,Packing,200,10:30,Morning(8:00-12:00),slotC,Male,2398,,,,
chandesh,Muktsar,Sweeping,250,20:00,Night(19:01:22:00),slotC,Female,2399,,,,
dhanna lal,Mohali,Delivery,350,15:30,Afternoon(12:01-16:00),slotC,Male,2400,,,,
sandeep,Firozpur,BrochureDistribution,150,12:00,Morning(8:00-12:00),slotA,Male,2401,,,,
geeta devi,Barnala,Labour,350,10:30,Morning(8:00-12:00),slotA,Male,2402,,,,
ajay @ ajju,Kapurthala,BrochureDistribution,450,13:30,Afternoon(12:01-16:00),slotA,Female,2403,,,,
prahlad,Firozpur,ProductsSampling,250,21:30,Night(19:01:22:00),slotC,Male,2404,,,,
aman bhatt,Batala,Delivery,450,11:30,Morning(8:00-12:00),slotC,Male,2405,,,,
shiva,Firozpur,Electrician,150,09:30,Morning(8:00-12:00),slotB,Male,2406,,,,
anil kumar,Batala,Delivery,450,13:30,Afternoon(12:01-16:00),slotA,Male,2407,,,,
sunil,Rajpura,BrandingOfProducts,350,10:30,Morning(8:00-12:00),slotC,Male,2408,,,,
kumari meera,Moga,ProductsSampling,250,17:30,Evening(16:01-19:00),slotC,Male,2409,,,,
pinki,Pathankot,Delivery,400,14:00,Afternoon(12:01-16:00),slotC,Male,2410,,,,
midda,Pathankot,Carpentering,150,14:30,Afternoon(12:01-16:00),slotC,Male,2411,,,,
mahipal,Rajpura,Sweeping,250,14:30,Afternoon(12:01-16:00),slotB,Male,2412,,,,
sahil tigga,Moga,Promotions,300,16:30,Evening(16:01-19:00),slotA,Male,2413,,,,
rajan,Batala,Carpentering,400,11:00,Morning(8:00-12:00),slotA,Male,2414,,,,
shashi @ kajal,Barnala,Salesperson,400,15:00,Afternoon(12:01-16:00),slotC,Female,2415,,,,
pinki,Batala,Painter,400,19:30,Night(19:01:22:00),slotC,Male,2416,,,,
neelam,Amritsar,ProductsSampling,150,10:00,Morning(8:00-12:00),slotA,Male,2417,,,,
ajay kumar,Firozpur,Packing,350,11:30,Morning(8:00-12:00),slotA,Male,2418,,,,
raghunandan das,Mohali,Helper,150,14:00,Afternoon(12:01-16:00),slotC,Female,2419,,,,
jyoti,Muktsar,Sweeping,300,18:30,Evening(16:01-19:00),slotC,Male,2420,,,,
sanjeev,Moga,Plumbing,300,14:00,Afternoon(12:01-16:00),slotC,Male,2421,,,,
aditya,Barnala,Helper,450,14:00,Afternoon(12:01-16:00),slotC,Male,2422,,,,
mustkeem,Jalandhar,Salesperson,400,11:00,Morning(8:00-12:00),slotB,Male,2423,,,,
rajesh,Kapurthala,BrochureDistribution,400,19:00,Evening(16:01-19:00),slotA,Male,2424,,,,
mohd sajad ali,Pathankot,Tuitions,250,14:30,Afternoon(12:01-16:00),slotA,Male,2425,,,,
rajesh kumar,Malerkotla,Salesperson,350,21:00,Night(19:01:22:00),slotC,Female,2426,,,,
kanheya,Moga,Electrician,250,16:00,Afternoon(12:01-16:00),slotC,Male,2427,,,,
vikash,Muktsar,Welding,400,08:00,Morning(8:00-12:00),slotB,Male,2428,,,,
deepali,Jalandhar,Carpentering,300,20:30,Night(19:01:22:00),slotC,Male,2429,,,,
birij kisor,Pathankot,Carpentering,300,13:30,Afternoon(12:01-16:00),slotC,Male,2430,,,,
nandni,Patiala,ProductsSampling,300,15:30,Afternoon(12:01-16:00),slotB,Male,2431,,,,
rima,Sunam,Salesperson,400,17:00,Evening(16:01-19:00),slotB,Female,2432,,,,
gytri  garg,Faridkot,Packing,250,20:30,Night(19:01:22:00),slotC,Female,2433,,,,
pardeep kumar,Jalandhar,Sweeping,150,11:30,Morning(8:00-12:00),slotC,Female,2434,,,,
seema,Muktsar,Packing,250,17:30,Evening(16:01-19:00),slotC,Female,2435,,,,
navneet,Abohar,Labour,200,10:00,Morning(8:00-12:00),slotC,Male,2436,,,,
rishi,Moga,Painter,350,14:00,Afternoon(12:01-16:00),slotB,Male,2437,,,,
rakesh singh,Muktsar,Tuitions,300,17:30,Evening(16:01-19:00),slotC,Male,2438,,,,
jitender,Bathinda,Labour,400,20:30,Night(19:01:22:00),slotC,Male,2439,,,,
chandan tivari,Ludhiana,Carpentering,300,13:00,Afternoon(12:01-16:00),slotA,Male,2440,,,,
mohit,Bathinda,Salesperson,350,20:30,Night(19:01:22:00),slotC,Male,2441,,,,
rattan vail,Bathinda,CarWashing,400,17:00,Evening(16:01-19:00),slotC,Male,2442,,,,
sachin verma,Batala,Sweeping,450,13:30,Afternoon(12:01-16:00),slotA,Female,2443,,,,
priti,Hoshiarpur,Promotions,450,18:30,Evening(16:01-19:00),slotB,Female,2444,,,,
asha,Mohali,Welding,400,08:30,Morning(8:00-12:00),slotB,Male,2445,,,,
raziya,Muktsar,Painter,400,20:30,Night(19:01:22:00),slotB,Male,2446,,,,
harsh @ aman,Hoshiarpur,Carpentering,200,15:00,Afternoon(12:01-16:00),slotB,Male,2447,,,,
harvinder singh sandhu,Mohali,ProductsSampling,450,10:30,Morning(8:00-12:00),slotB,Female,2448,,,,
abdul rehman,Malerkotla,Painter,200,08:30,Morning(8:00-12:00),slotA,Male,2449,,,,
nanak chand,Moga,Salesperson,200,19:30,Night(19:01:22:00),slotB,Male,2450,,,,
amit kumar,Faridkot,BrochureDistribution,400,15:30,Afternoon(12:01-16:00),slotB,Male,2451,,,,
dinesh singh,Amritsar,Packing,350,21:00,Night(19:01:22:00),slotC,Male,2452,,,,
mohd israr,Amritsar,Plumbing,250,18:30,Evening(16:01-19:00),slotC,Male,2453,,,,
mohd khairul,Abohar,Painter,300,10:00,Morning(8:00-12:00),slotA,Female,2454,,,,
rohit,Amritsar,Promotions,400,09:30,Morning(8:00-12:00),slotA,Male,2455,,,,
ramesh,Batala,Packing,250,20:00,Night(19:01:22:00),slotB,Female,2456,,,,
bangali babu,Mohali,Helper,150,21:30,Night(19:01:22:00),slotB,Female,2457,,,,
mamta,Sunam,CarWashing,300,16:30,Evening(16:01-19:00),slotC,Male,2458,,,,
punam,Khanna,Plumbing,400,15:00,Afternoon(12:01-16:00),slotC,Male,2459,,,,
divansh,Ludhiana,Electrician,150,12:30,Afternoon(12:01-16:00),slotC,Male,2460,,,,
"punit kumar @ ankur m.no.-7404660980, 9813186044.",Mohali,Painter,250,15:30,Afternoon(12:01-16:00),slotB,Male,2461,,,,
ramkesh,Jalandhar,Promotions,300,13:30,Afternoon(12:01-16:00),slotB,Male,2462,,,,
aditya sharma,Khanna,Labour,200,12:00,Morning(8:00-12:00),slotA,Male,2463,,,,
vishal tiwari,Patiala,BrochureDistribution,150,12:00,Morning(8:00-12:00),slotC,Female,2464,,,,
raj kumar,Sunam,Labour,200,20:30,Night(19:01:22:00),slotB,Male,2465,,,,
jat ram,Patiala,Tuitions,150,19:00,Evening(16:01-19:00),slotA,Male,2466,,,,
adesh kumar,Moga,CarWashing,300,16:30,Evening(16:01-19:00),slotC,Male,2467,,,,
sonam,Faridkot,Delivery,200,13:00,Afternoon(12:01-16:00),slotB,Female,2468,,,,
pooran chand,Kapurthala,Welding,350,15:30,Afternoon(12:01-16:00),slotA,Male,2469,,,,
pooja & his daughter partigya,Barnala,Labour,450,12:30,Afternoon(12:01-16:00),slotC,Male,2470,,,,
hukam chand,Khanna,CarWashing,350,13:30,Afternoon(12:01-16:00),slotB,Male,2471,,,,
mohd salman,Hoshiarpur,Welding,400,14:30,Afternoon(12:01-16:00),slotA,Male,2472,,,,
nisha,Barnala,BrochureDistribution,450,13:00,Afternoon(12:01-16:00),slotA,Female,2473,,,,
mobsheera haider (shadiya),Barnala,ProductsSampling,150,09:00,Morning(8:00-12:00),slotC,Male,2474,,,,
imran s/o maman singh,Khanna,Painter,300,20:00,Night(19:01:22:00),slotC,Female,2475,,,,
dr. hema hari pago,Jalandhar,Tuitions,400,19:00,Evening(16:01-19:00),slotC,Female,2476,,,,
charan jeet singh,Sunam,Packing,200,09:00,Morning(8:00-12:00),slotB,Female,2477,,,,
mantu kumar,Amritsar,Carpentering,250,14:30,Afternoon(12:01-16:00),slotA,Male,2478,,,,
ashok kharkwal,Pathankot,Tuitions,250,18:30,Evening(16:01-19:00),slotB,Male,2479,,,,
ranveer singh,Amritsar,Tuitions,250,16:00,Afternoon(12:01-16:00),slotB,Male,2480,,,,
ashish,Bathinda,Promotions,350,13:30,Afternoon(12:01-16:00),slotB,Male,2481,,,,
anuj,Rajpura,ProductsSampling,300,13:30,Afternoon(12:01-16:00),slotB,Female,2482,,,,
priya sexena,Batala,Welding,350,21:30,Night(19:01:22:00),slotB,Male,2483,,,,
manoj kumar,Muktsar,Tuitions,350,09:00,Morning(8:00-12:00),slotA,Female,2484,,,,
dheeraj singh,Ludhiana,Helper,300,20:00,Night(19:01:22:00),slotB,Male,2485,,,,
naseem,Pathankot,Salesperson,350,16:30,Evening(16:01-19:00),slotB,Male,2486,,,,
aditya kasana,Phagwara,BrochureDistribution,350,20:30,Night(19:01:22:00),slotB,Male,2487,,,,
komal / kabila,Faridkot,Packing,450,18:30,Evening(16:01-19:00),slotB,Male,2488,,,,
aabid,Hoshiarpur,Electrician,450,10:00,Morning(8:00-12:00),slotB,Male,2489,,,,
rohan,Ludhiana,CarWashing,250,19:30,Night(19:01:22:00),slotB,Male,2490,,,,
amrudin,Firozpur,Sweeping,250,10:30,Morning(8:00-12:00),slotB,Male,2491,,,,
bittu paswan,Mohali,Painter,250,19:30,Night(19:01:22:00),slotB,Female,2492,,,,
pankaj kumar,Bathinda,Carpentering,200,10:30,Morning(8:00-12:00),slotA,Male,2493,,,,
shivani,Mohali,Plumbing,350,16:30,Evening(16:01-19:00),slotC,Male,2494,,,,
khshbu,Phagwara,Carpentering,400,19:30,Night(19:01:22:00),slotB,Male,2495,,,,
balwant singh,Patiala,Carpentering,250,15:00,Afternoon(12:01-16:00),slotB,Male,2496,,,,
sameem,Mohali,ProductsSampling,250,13:00,Afternoon(12:01-16:00),slotC,Male,2497,,,,
nazeem,Firozpur,Tuitions,200,09:30,Morning(8:00-12:00),slotB,Male,2498,,,,
rehman khan,Jalandhar,Tuitions,200,20:00,Night(19:01:22:00),slotC,Male,2499,,,,
amit @ gajju,Patiala,Packing,200,11:00,Morning(8:00-12:00),slotB,Female,2500,,,,
lekhraj,Amritsar,Carpentering,150,12:30,Afternoon(12:01-16:00),slotC,Male,2501,,,,
satish kumar,Barnala,Electrician,150,10:00,Morning(8:00-12:00),slotA,Male,2502,,,,
akash,Faridkot,Labour,450,16:30,Evening(16:01-19:00),slotA,Male,2503,,,,
vinay,Kapurthala,Promotions,200,18:00,Evening(16:01-19:00),slotA,Male,2504,,,,
rohit kumar,Batala,Sweeping,250,14:00,Afternoon(12:01-16:00),slotA,Male,2505,,,,
sanjay kumar s/o,Rajpura,Plumbing,150,09:00,Morning(8:00-12:00),slotB,Male,2506,,,,
deepak,Rajpura,Labour,300,16:00,Afternoon(12:01-16:00),slotB,Male,2507,,,,
aadil,Rajpura,Promotions,150,17:30,Evening(16:01-19:00),slotA,Male,2508,,,,
faijal,Khanna,CarWashing,200,12:00,Morning(8:00-12:00),slotB,Female,2509,,,,
sapna,Moga,Tuitions,450,13:00,Afternoon(12:01-16:00),slotB,Male,2510,,,,
tufel,Batala,Painter,350,19:00,Evening(16:01-19:00),slotA,Male,2511,,,,
harsh,Moga,ProductsSampling,400,15:00,Afternoon(12:01-16:00),slotB,Male,2512,,,,
mohd. firoz,Batala,Helper,150,20:00,Night(19:01:22:00),slotB,Female,2513,,,,
asha kumari,Kapurthala,CarWashing,350,21:00,Night(19:01:22:00),slotA,Male,2514,,,,
ajit,Firozpur,BrochureDistribution,350,20:30,Night(19:01:22:00),slotB,Male,2515,,,,
jyoti,Muktsar,BrandingOfProducts,150,09:30,Morning(8:00-12:00),slotC,Female,2516,,,,
ankit,Faridkot,BrochureDistribution,150,14:00,Afternoon(12:01-16:00),slotC,Female,2517,,,,
pavan sharma,Pathankot,Carpentering,300,11:00,Morning(8:00-12:00),slotA,Male,2518,,,,
astha,Firozpur,Packing,150,14:00,Afternoon(12:01-16:00),slotB,Female,2519,,,,
gaurav sukla,Batala,Helper,400,12:00,Morning(8:00-12:00),slotC,Male,2520,,,,
ram kishan,Sunam,Packing,150,20:30,Night(19:01:22:00),slotC,Male,2521,,,,
som dutt,Hoshiarpur,Carpentering,400,19:30,Night(19:01:22:00),slotA,Male,2522,,,,
pooja,Phagwara,Sweeping,250,11:00,Morning(8:00-12:00),slotC,Male,2523,,,,
sachin pal,Phagwara,Welding,200,18:30,Evening(16:01-19:00),slotC,Male,2524,,,,
aamir hussain,Pathankot,Helper,150,10:00,Morning(8:00-12:00),slotB,Female,2525,,,,
arun,Pathankot,Delivery,300,16:00,Afternoon(12:01-16:00),slotA,Male,2526,,,,
manju,Barnala,Electrician,300,12:00,Morning(8:00-12:00),slotA,Male,2527,,,,
shamim ansari,Jalandhar,Welding,350,18:30,Evening(16:01-19:00),slotA,Male,2528,,,,
gorav,Faridkot,BrochureDistribution,250,12:00,Morning(8:00-12:00),slotA,Male,2529,,,,
sahin,Mohali,Delivery,350,13:00,Afternoon(12:01-16:00),slotA,Female,2530,,,,
parvesh kumari,Mohali,Salesperson,200,14:00,Afternoon(12:01-16:00),slotC,Female,2531,,,,
jyoti,Moga,BrochureDistribution,350,21:30,Night(19:01:22:00),slotA,Male,2532,,,,
vijay bansal,Moga,Salesperson,250,16:30,Evening(16:01-19:00),slotA,Female,2533,,,,
sanjay,Rajpura,BrochureDistribution,200,15:30,Afternoon(12:01-16:00),slotA,Female,2534,,,,
sidharath,Sunam,Welding,200,11:30,Morning(8:00-12:00),slotB,Male,2535,,,,
kuldeep singh,Barnala,BrochureDistribution,350,11:30,Morning(8:00-12:00),slotA,Male,2536,,,,
kuldeep,Moga,Welding,450,19:00,Evening(16:01-19:00),slotB,Male,2537,,,,
vaishali,Mohali,BrochureDistribution,200,11:30,Morning(8:00-12:00),slotA,Male,2538,,,,
manish maheshwari,Ludhiana,ProductsSampling,150,17:00,Evening(16:01-19:00),slotA,Female,2539,,,,
aarti,Malerkotla,Tuitions,400,19:30,Night(19:01:22:00),slotA,Female,2540,,,,
vijay @ pappu,Patiala,Labour,450,08:30,Morning(8:00-12:00),slotA,Male,2541,,,,
payal,Rajpura,Sweeping,300,11:30,Morning(8:00-12:00),slotA,Male,2542,,,,
khushbu,Pathankot,Packing,300,15:00,Afternoon(12:01-16:00),slotA,Male,2543,,,,
subhash,Muktsar,Sweeping,150,19:00,Evening(16:01-19:00),slotA,Male,2544,,,,
pankaj,Hoshiarpur,CarWashing,150,08:00,Morning(8:00-12:00),slotA,Male,2545,,,,
vishal @ moni,Mohali,Welding,200,17:30,Evening(16:01-19:00),slotC,Male,2546,,,,
pappy,Khanna,BrandingOfProducts,150,22:00,Night(19:01:22:00),slotA,Male,2547,,,,
mantu kumar,Pathankot,Electrician,150,11:30,Morning(8:00-12:00),slotC,Male,2548,,,,
km varsha,Jalandhar,Salesperson,300,17:30,Evening(16:01-19:00),slotB,Male,2549,,,,
reena devi,Barnala,Helper,150,17:30,Evening(16:01-19:00),slotC,Male,2550,,,,
